0	1
OLSALAZINE	Sodium/Potassium Transporting ATPase
ERGOMETRINE	P-glycoprotein 1
DASATINIB	P-glycoprotein 1
DASATINIB	ATP-binding cassette sub-family G member 2
LISDEXAMFETAMINE	Solute carrier family 15 member 1
LAPATINIB	P-glycoprotein 1
LAPATINIB	Antigen peptide transporter 1
SITAGLIPTIN	P-glycoprotein 1
SITAGLIPTIN	Solute carrier family 22 member 8
DECITABINE	Sodium/nucleoside cotransporter 1
POSACONAZOLE	P-glycoprotein 1
DARUNAVIR	Solute carrier organic anion transporter family member 1B1
DARUNAVIR	P-glycoprotein 1
PALIPERIDONE	P-glycoprotein 1
SUNITINIB	Multidrug resistance-associated protein 4
SUNITINIB	P-glycoprotein 1
SUNITINIB	Canalicular multispecific organic anion transporter 1
SUNITINIB	ATP-binding cassette sub-family G member 2
VARENICLINE	Solute carrier family 22 member 2
GLUCOSAMINE	Solute carrier family 2, facilitated glucose transporter member 2
GLUCOSAMINE	Solute carrier family 2, facilitated glucose transporter member 1
GLUCOSAMINE	Solute carrier family 2, facilitated glucose transporter member 4
GLUCOSAMINE	Solute carrier family 2, facilitated glucose transporter member 3
OXTRIPHYLLINE	Solute carrier family 22 member 7
ST. JOHN'S WORT	P-glycoprotein 1
POLYTHIAZIDE	Solute carrier family 22 member 6
POLYTHIAZIDE	Solute carrier family 22 member 8
CEFAMANDOLE	Solute carrier family 22 member 6
CEFAMANDOLE	Solute carrier family 22 member 8
CEFAMANDOLE	Solute carrier family 22 member 11
CEFAMANDOLE	Solute carrier family 22 member 7
CEFAZOLIN	Multidrug resistance-associated protein 4
CEFAZOLIN	Solute carrier family 22 member 6
CEFAZOLIN	Solute carrier family 22 member 8
CEFAZOLIN	Solute carrier family 22 member 11
CEFOPERAZONE	Solute carrier family 22 member 6
CEFOPERAZONE	Solute carrier family 22 member 8
CEFOPERAZONE	Solute carrier family 22 member 11
CEFOPERAZONE	Solute carrier family 22 member 7
CEFTIZOXIME	Solute carrier family 15 member 1
CEFTIZOXIME	Solute carrier family 22 member 6
CEFTIZOXIME	Solute carrier family 22 member 8
CEFRADINE	Solute carrier family 22 member 5
CEFRADINE	Solute carrier family 15 member 1
CEFRADINE	Solute carrier family 15 member 2
CEFRADINE	Solute carrier family 22 member 6
CEFRADINE	Multidrug and toxin extrusion protein 1
PANCURONIUM	Solute carrier family 22 member 1
PANCURONIUM	Solute carrier family 22 member 2
VECURONIUM	P-glycoprotein 1
CILAZAPRIL	P-glycoprotein 1
CILAZAPRIL	Solute carrier family 15 member 1
CILAZAPRIL	Solute carrier family 15 member 2
SPIRAPRIL	Solute carrier family 15 member 1
SPIRAPRIL	Solute carrier family 15 member 2
EPHEDRINE	Synaptic vesicular amine transporter
CORTISONE ACETATE	Solute carrier organic anion transporter family member 1A2
CORTISONE ACETATE	P-glycoprotein 1
CORTISONE ACETATE	Solute carrier family 22 member 8
MIBEFRADIL	P-glycoprotein 1
SODIUM BICARBONATE	Electrogenic sodium bicarbonate cotransporter 1
SODIUM BICARBONATE	Sodium bicarbonate cotransporter 3
SODIUM BICARBONATE	Electroneutral sodium bicarbonate exchanger 1
SODIUM BICARBONATE	Electrogenic sodium bicarbonate cotransporter 4
SODIUM BICARBONATE	Sodium-driven chloride bicarbonate exchanger
BEZAFIBRATE	Solute carrier organic anion transporter family member 1B1
COLCHICINE	P-glycoprotein 1
DIGITOXIN	Solute carrier organic anion transporter family member 1A2
DIGITOXIN	Solute carrier organic anion transporter family member 4C1
DIGITOXIN	P-glycoprotein 1
TIOTROPIUM	Solute carrier family 22 member 5
TIOTROPIUM	Solute carrier family 22 member 4
PRANLUKAST	Canalicular multispecific organic anion transporter 1
CEFEPIME	Solute carrier family 22 member 5
CEFEPIME	Solute carrier family 15 member 1
CEFEPIME	Solute carrier family 15 member 2
CEFACETRILE	Solute carrier family 22 member 6
CEFACETRILE	Solute carrier family 22 member 8
CEFTIBUTEN	Solute carrier family 15 member 1
CEFTIBUTEN	Solute carrier family 15 member 2
CEFTIBUTEN	Solute carrier family 22 member 6
CEFTIBUTEN	Solute carrier family 22 member 8
ACENOCOUMAROL	P-glycoprotein 1
TESTOSTERONE PROPIONATE	P-glycoprotein 1
AMINOPHENAZONE	Solute carrier family 22 member 6
ANTIPYRINE	Solute carrier family 22 member 6
GAMMA-HYDROXYBUTYRIC ACID	Monocarboxylate transporter 2
GAMMA-HYDROXYBUTYRIC ACID	Monocarboxylate transporter 1
GAMMA-HYDROXYBUTYRIC ACID	Monocarboxylate transporter 4
MIDOMAFETAMINE	Sodium-dependent noradrenaline transporter
MIDOMAFETAMINE	Sodium-dependent dopamine transporter
MIDOMAFETAMINE	Sodium-dependent serotonin transporter
DEXTROAMPHETAMINE	Sodium-dependent dopamine transporter
METAMFETAMINE	Solute carrier family 22 member 3
METAMFETAMINE	Solute carrier family 22 member 5
OXPRENOLOL	Solute carrier family 22 member 2
LIOTRIX	Solute carrier organic anion transporter family member 1A2
LIOTRIX	Solute carrier organic anion transporter family member 1B1
LIOTRIX	Solute carrier organic anion transporter family member 1B3
LIOTRIX	Solute carrier organic anion transporter family member 4C1
LIOTRIX	Sodium/bile acid cotransporter
LIOTRIX	Solute carrier organic anion transporter family member 1C1
LIOTRIX	Solute carrier organic anion transporter family member 4A1
LIOTRIX	Solute carrier family 22 member 8
LIOTRIX	Monocarboxylate transporter 8
LIOTRIX	Monocarboxylate transporter 10
LIOTRIX	P-glycoprotein 1
URSODEOXYCHOLIC ACID	Bile salt export pump
URSODEOXYCHOLIC ACID	Solute carrier organic anion transporter family member 1A2
URSODEOXYCHOLIC ACID	Canalicular multispecific organic anion transporter 1
URSODEOXYCHOLIC ACID	Multidrug resistance-associated protein 4
URSODEOXYCHOLIC ACID	Ileal sodium/bile acid cotransporter
URSODEOXYCHOLIC ACID	Sodium/bile acid cotransporter
URSODEOXYCHOLIC ACID	Chloride anion exchanger
KETAZOLAM	P-glycoprotein 1
EVEROLIMUS	Solute carrier organic anion transporter family member 1B1
EVEROLIMUS	Solute carrier organic anion transporter family member 1B3
EVEROLIMUS	Solute carrier organic anion transporter family member 1A2
EVEROLIMUS	P-glycoprotein 1
CILASTATIN	Solute carrier family 22 member 6
CILASTATIN	Solute carrier family 22 member 8
LOPINAVIR	P-glycoprotein 1
LOPINAVIR	Solute carrier organic anion transporter family member 1B1
LOPINAVIR	Solute carrier organic anion transporter family member 1B3
LOPINAVIR	Bile salt export pump
TAZOBACTAM	Solute carrier family 22 member 6
TAZOBACTAM	Solute carrier family 22 member 8
VALGANCICLOVIR	Solute carrier family 15 member 1
VALGANCICLOVIR	Solute carrier family 15 member 2
VALGANCICLOVIR	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
HYDROXYCHLOROQUINE	P-glycoprotein 1
HYDROXYCHLOROQUINE	Solute carrier organic anion transporter family member 1A2
PIPOTIAZINE	Solute carrier family 22 member 1
THIOTHIXENE	Solute carrier family 22 member 1
GENISTEIN	P-glycoprotein 1
GENISTEIN	Multidrug resistance-associated protein 1
GENISTEIN	ATP-binding cassette sub-family G member 2
GENISTEIN	Solute carrier organic anion transporter family member 1B1
GENISTEIN	Solute carrier organic anion transporter family member 2B1
TRANS-2-HYDROXYCINNAMIC ACID	Solute carrier family 22 member 8
TOPIROXOSTAT	ATP-binding cassette sub-family G member 2
TOPIROXOSTAT	Solute carrier family 22 member 8
TOPIROXOSTAT	Solute carrier family 22 member 6
PRASTERONE	Solute carrier organic anion transporter family member 1B3
PRASTERONE	Solute carrier organic anion transporter family member 2B1
PRASTERONE	Solute carrier organic anion transporter family member 1B1
PRASTERONE	Solute carrier organic anion transporter family member 1A2
PRASTERONE	Multidrug resistance-associated protein 1
PRASTERONE	ATP-binding cassette sub-family G member 2
PRASTERONE	Multidrug resistance-associated protein 4
D-LEUCINE	Monocarboxylate transporter 10
D-LEUCINE	Large neutral amino acids transporter small subunit 1
ACETOACETIC ACID	Monocarboxylate transporter 2
ACETOACETIC ACID	Monocarboxylate transporter 1
ACETOACETIC ACID	Monocarboxylate transporter 4
ACETOACETIC ACID	Sodium-coupled monocarboxylate transporter 1
D-ALANINE	Monocarboxylate transporter 10
PHOSPHOENOLPYRUVATE	Solute carrier organic anion transporter family member 2A1
HYPERFORIN	Canalicular multispecific organic anion transporter 1
HYPERFORIN	Solute carrier organic anion transporter family member 1B1
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 1
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 2
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 3
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 4
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 5
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 6
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 7
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 8
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 9
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 10
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 11
D-GLUCOSE	Solute carrier family 2, facilitated glucose transporter member 12
D-GLUCOSE	Sodium/glucose cotransporter 1
D-GLUCOSE	Sodium/glucose cotransporter 2
PUTRESCINE	Solute carrier family 22 member 4
FORMIC ACID	Monocarboxylate transporter 4
TAURINE	Proton-coupled amino acid transporter 1
TAURINE	Sodium- and chloride-dependent taurine transporter
TAURINE	Solute carrier family 15 member 1
STAUROSPORINE	P-glycoprotein 1
PROSTAGLANDIN D2	Solute carrier organic anion transporter family member 2A1
DAIDZIN	ATP-binding cassette sub-family G member 2
GLYCOCHENODEOXYCHOLIC ACID	Bile salt export pump
GLYCOCHENODEOXYCHOLIC ACID	Solute carrier organic anion transporter family member 1A2
GLYCOCHENODEOXYCHOLIC ACID	Ileal sodium/bile acid cotransporter
GLYCOCHENODEOXYCHOLIC ACID	Sodium/bile acid cotransporter
PLATELET ACTIVATING FACTOR	P-glycoprotein 1
D-GLYCERALDEHYDE 3-PHOSPHATE	Solute carrier organic anion transporter family member 2A1
FLUFENAMIC ACID	Solute carrier family 22 member 6
CYCLIC GMP	Solute carrier family 22 member 6
MYRICETIN	Multidrug resistance-associated protein 1
CYCLIC ADENOSINE MONOPHOSPHATE	Multidrug resistance-associated protein 4
CYCLIC ADENOSINE MONOPHOSPHATE	Multidrug resistance-associated protein 5
CYCLIC ADENOSINE MONOPHOSPHATE	ATP-binding cassette sub-family C member 11
CYCLIC ADENOSINE MONOPHOSPHATE	Solute carrier family 22 member 6
CYCLIC ADENOSINE MONOPHOSPHATE	Solute carrier family 22 member 8
CYCLIC ADENOSINE MONOPHOSPHATE	Solute carrier family 22 member 7
GAMMA-AMINOBUTYRIC ACID	Proton-coupled amino acid transporter 1
D-PHENYLALANINE	Monocarboxylate transporter 10
D-PHENYLALANINE	Large neutral amino acids transporter small subunit 1
COLFORSIN	P-glycoprotein 1
CHOLIC ACID	Bile salt export pump
CHOLIC ACID	P-glycoprotein 1
CHOLIC ACID	Multidrug resistance-associated protein 1
CHOLIC ACID	Solute carrier organic anion transporter family member 1A2
CHOLIC ACID	Ileal sodium/bile acid cotransporter
CHOLIC ACID	Canalicular multispecific organic anion transporter 1
CHOLIC ACID	Solute carrier organic anion transporter family member 1B1
CHOLIC ACID	Canalicular multispecific organic anion transporter 2
CHOLIC ACID	Multidrug resistance-associated protein 4
CHOLIC ACID	Sodium/bile acid cotransporter
CHOLIC ACID	Solute carrier family 22 member 8
CHOLIC ACID	Solute carrier family 22 member 7
CHOLIC ACID	Solute carrier organic anion transporter family member 1B3
GLYCOCHOLIC ACID	Solute carrier organic anion transporter family member 1A2
GLYCOCHOLIC ACID	Solute carrier organic anion transporter family member 1B1
GLYCOCHOLIC ACID	Solute carrier organic anion transporter family member 1B3
FUSIDIC ACID	Bile salt export pump
FUSIDIC ACID	Canalicular multispecific organic anion transporter 1
FUSIDIC ACID	ATP-binding cassette sub-family G member 2
FUSIDIC ACID	Solute carrier organic anion transporter family member 1B1
URIDINE	Equilibrative nucleoside transporter 1
PHTHALIC ACID	Solute carrier organic anion transporter family member 2B1
S-(METHYLMERCURY)-L-CYSTEINE	Large neutral amino acids transporter small subunit 1
S-(METHYLMERCURY)-L-CYSTEINE	Large neutral amino acids transporter small subunit 2
PREGNENOLONE	Solute carrier family 10 member 6
D-PROLINE	Proton-coupled amino acid transporter 1
STANOLONE	P-glycoprotein 1
2-AMINOISOBUTYRIC ACID	Monocarboxylate transporter 10
D-LACTIC ACID	Monocarboxylate transporter 2
D-LACTIC ACID	Monocarboxylate transporter 1
D-LACTIC ACID	Monocarboxylate transporter 4
BETA-ALANINE	Monocarboxylate transporter 10
ACETYLCHOLINE	Solute carrier family 22 member 5
ACETYLCHOLINE	Solute carrier family 22 member 1
ACETIC ACID	Solute carrier organic anion transporter family member 2B1
ACETIC ACID	Monocarboxylate transporter 1
SPHINGOSINE	P-glycoprotein 1
D-TRYPTOPHAN	Monocarboxylate transporter 10
UBENIMEX	Solute carrier family 15 member 1
UBENIMEX	Solute carrier family 15 member 2
NARINGENIN	Solute carrier organic anion transporter family member 2B1
NARINGENIN	P-glycoprotein 1
NARINGENIN	Multidrug resistance-associated protein 1
NARINGENIN	ATP-binding cassette sub-family G member 2
ALVOCIDIB	ATP-binding cassette sub-family G member 2
GLUTARIC ACID	Solute carrier family 22 member 6
GLUTARIC ACID	Solute carrier family 22 member 8
GLUTARIC ACID	Solute carrier family 22 member 11
GLUTARIC ACID	Solute carrier family 22 member 7
SPERMIDINE	Solute carrier family 22 member 4
SPERMIDINE	Solute carrier family 22 member 1
GLUCOSE-6-PHOSPHATE	Solute carrier organic anion transporter family member 2A1
OXYPHENBUTAZONE	Solute carrier family 22 member 6
TIRATRICOL	Sodium/bile acid cotransporter
DEOXYCHOLIC ACID	Bile salt export pump
DEOXYCHOLIC ACID	Solute carrier organic anion transporter family member 1A2
DEOXYCHOLIC ACID	Ileal sodium/bile acid cotransporter
DEOXYCHOLIC ACID	Sodium/bile acid cotransporter
ALPHA-D-QUINOVOPYRANOSE	Monocarboxylate transporter 2
ALPHA-D-QUINOVOPYRANOSE	Monocarboxylate transporter 1
PHENACETIN	Solute carrier family 22 member 6
BENZOIC ACID	Solute carrier organic anion transporter family member 2B1
BENZOIC ACID	Solute carrier family 22 member 8
BENZOIC ACID	Monocarboxylate transporter 1
RHODAMINE 6G	Multidrug resistance-associated protein 1
RHODAMINE 6G	P-glycoprotein 1
D-TYROSINE	Monocarboxylate transporter 10
PHENYLPYRUVIC ACID	Monocarboxylate transporter 4
OXALIC ACID	Solute carrier organic anion transporter family member 2B1
OXALIC ACID	Solute carrier family 22 member 8
UREA	Urea transporter 2
UREA	Urea transporter 1
D-SERINE	Monocarboxylate transporter 10
D-SERINE	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
OXAMIC ACID	Monocarboxylate transporter 4
ALPHA-KETOISOVALERATE	Monocarboxylate transporter 2
ALPHA-KETOISOVALERATE	Monocarboxylate transporter 1
ALPHA-KETOISOVALERATE	Monocarboxylate transporter 4
TRICARBONYL(1,10-PHENANTHROLINE)RHENIUM(1+)	Canalicular multispecific organic anion transporter 1
DEGRADED CEPHALORIDINE	Solute carrier family 22 member 5
DEGRADED CEPHALORIDINE	Solute carrier family 22 member 6
DEGRADED CEPHALORIDINE	Solute carrier family 22 member 8
DEGRADED CEPHALORIDINE	Solute carrier family 22 member 11
DEQUALINIUM	Acriflavine resistance protein B
QUERCETIN	Multidrug resistance-associated protein 1
QUERCETIN	Canalicular multispecific organic anion transporter 1
QUERCETIN	Monocarboxylate transporter 2
QUERCETIN	Solute carrier organic anion transporter family member 2B1
QUERCETIN	P-glycoprotein 1
QUERCETIN	Monocarboxylate transporter 1
QUERCETIN	ATP-binding cassette sub-family G member 2
QUERCETIN	Solute carrier organic anion transporter family member 1B1
CITRIC ACID	Solute carrier organic anion transporter family member 2B1
INOSINE	Solute carrier family 28 member 3
GLYOXYLIC ACID	Monocarboxylate transporter 4
TAUROCHOLIC ACID	Bile salt export pump
TAUROCHOLIC ACID	Multidrug resistance-associated protein 1
TAUROCHOLIC ACID	Solute carrier organic anion transporter family member 1A2
TAUROCHOLIC ACID	Ileal sodium/bile acid cotransporter
TAUROCHOLIC ACID	Canalicular multispecific organic anion transporter 1
TAUROCHOLIC ACID	Solute carrier organic anion transporter family member 1B1
TAUROCHOLIC ACID	Canalicular multispecific organic anion transporter 2
TAUROCHOLIC ACID	Multidrug resistance-associated protein 4
TAUROCHOLIC ACID	P-glycoprotein 1
TAUROCHOLIC ACID	Solute carrier family 22 member 6
TAUROCHOLIC ACID	Multidrug resistance-associated protein 7
TAUROCHOLIC ACID	Solute carrier family 22 member 8
TAUROCHOLIC ACID	Solute carrier organic anion transporter family member 4A1
TAUROCHOLIC ACID	ATP-binding cassette sub-family C member 11
TAUROCHOLIC ACID	Solute carrier organic anion transporter family member 1C1
TAUROCHOLIC ACID	Solute carrier organic anion transporter family member 3A1
TAUROCHOLIC ACID	ATP-binding cassette sub-family G member 2
TAUROCHOLIC ACID	Solute carrier organic anion transporter family member 2B1
TAUROCHOLIC ACID	Monocarboxylate transporter 1
TAUROCHOLIC ACID	Sodium/bile acid cotransporter
TAUROCHOLIC ACID	Organic solute transporter subunit alpha
TAUROCHOLIC ACID	Organic solute transporter subunit beta
TAUROCHOLIC ACID	Solute carrier organic anion transporter family member 1B3
TAUROCHOLIC ACID	Cystine/glutamate transporter
LACTIC ACID	Monocarboxylate transporter 2
LACTIC ACID	Solute carrier organic anion transporter family member 2B1
LACTIC ACID	Monocarboxylate transporter 1
LACTIC ACID	Monocarboxylate transporter 10
LACTIC ACID	Solute carrier organic anion transporter family member 2A1
LACTIC ACID	Monocarboxylate transporter 4
THYMIDINE	Solute carrier family 28 member 3
CAPRYLIC ACID	Solute carrier family 22 member 6
CAPRYLIC ACID	Solute carrier family 22 member 8
CAPRYLIC ACID	Solute carrier family 22 member 11
CHOLESTEROL	P-glycoprotein 1
CHOLESTEROL	ATP-binding cassette sub-family G member 2
BETA-D-FRUCTOFURANOSE 1,6-BISPHOSPHATE	Solute carrier organic anion transporter family member 2A1
NIFLUMIC ACID	Monocarboxylate transporter 2
NIFLUMIC ACID	Monocarboxylate transporter 1
ARACHIDONIC ACID	Solute carrier organic anion transporter family member 2A1
ESTRIOL	Solute carrier organic anion transporter family member 1A2
ESTRIOL	P-glycoprotein 1
ESTRONE SULFATE	Multidrug and toxin extrusion protein 1
ESTRONE SULFATE	Multidrug and toxin extrusion protein 2
ESTRONE SULFATE	Sodium/bile acid cotransporter
ALDOSTERONE	P-glycoprotein 1
ALDOSTERONE	Solute carrier family 22 member 5
ALDOSTERONE	Solute carrier organic anion transporter family member 1A2
CAMPTOTHECIN	P-glycoprotein 1
CAMPTOTHECIN	ATP-binding cassette sub-family G member 2
5-METHYLTETRAHYDROFOLIC ACID	Canalicular multispecific organic anion transporter 1
BUFORMIN	Solute carrier family 22 member 1
ZIMELIDINE	P-glycoprotein 1
DEBRISOQUINE	P-glycoprotein 1
IXABEPILONE	P-glycoprotein 1
ROXADUSTAT	ATP-binding cassette sub-family G member 2
ROXADUSTAT	Solute carrier organic anion transporter family member 1B1
ROXADUSTAT	Solute carrier family 22 member 6
ROXADUSTAT	Solute carrier family 22 member 8
POSIZOLID	Solute carrier organic anion transporter family member 1B1
BIRICODAR	P-glycoprotein 1
BIRICODAR	Multidrug resistance-associated protein 1
FEBUXOSTAT	ATP-binding cassette sub-family G member 2
DRONEDARONE	P-glycoprotein 1
DRONEDARONE	Solute carrier family 22 member 2
DRONEDARONE	Solute carrier family 22 member 1
DRONEDARONE	Solute carrier organic anion transporter family member 1B1
DRONEDARONE	Solute carrier organic anion transporter family member 1B3
DRONEDARONE	Solute carrier family 22 member 8
NILOTINIB	P-glycoprotein 1
NILOTINIB	ATP-binding cassette sub-family G member 2
NILOTINIB	UDP-glucuronosyltransferase 1-1
NILOTINIB	Solute carrier organic anion transporter family member 1B1
VILDAGLIPTIN	P-glycoprotein 1
VOACAMINE	P-glycoprotein 1
ELACRIDAR	ATP-binding cassette sub-family G member 2
ELACRIDAR	P-glycoprotein 1
FLIBANSERIN	P-glycoprotein 1
LOFEXIDINE	ATP-binding cassette sub-family B member 5
LOFEXIDINE	Multidrug and toxin extrusion protein 1
PIRFENIDONE	P-glycoprotein 1
TIPIFARNIB	P-glycoprotein 1
BELINOSTAT	P-glycoprotein 1
MIGALASTAT	Sodium/glucose cotransporter 1
INDACATEROL	P-glycoprotein 1
PRETOMANID	Solute carrier family 22 member 8
COBIMETINIB	Solute carrier organic anion transporter family member 1B1
COBIMETINIB	Solute carrier organic anion transporter family member 1B3
COBIMETINIB	ATP-binding cassette sub-family G member 2
COBIMETINIB	P-glycoprotein 1
VANDETANIB	Multidrug resistance-associated protein 1
VANDETANIB	ATP-binding cassette sub-family G member 2
VANDETANIB	Solute carrier family 22 member 2
VANDETANIB	P-glycoprotein 1
HISTAMINE	Solute carrier family 22 member 2
HISTAMINE	Solute carrier family 22 member 1
HISTAMINE	Solute carrier family 22 member 3
HISTAMINE	Solute carrier family 22 member 5
IODINE	Sodium/iodide cotransporter
IODINE	Pendrin
PIMAGEDINE	Solute carrier family 22 member 2
PALOVAROTENE	ATP-binding cassette sub-family G member 2
PALOVAROTENE	Solute carrier organic anion transporter family member 1B1
PALOVAROTENE	Solute carrier organic anion transporter family member 1B3
PALOVAROTENE	Solute carrier family 22 member 1
PALOVAROTENE	Bile salt export pump
TELAPREVIR	P-glycoprotein 1
ALANOSINE	Cystine/glutamate transporter
LEVOKETOCONAZOLE	P-glycoprotein 1
LEVOKETOCONAZOLE	Multidrug and toxin extrusion protein 1
LEVOKETOCONAZOLE	Solute carrier family 22 member 2
APREMILAST	P-glycoprotein 1
TRASTUZUMAB EMTANSINE	P-glycoprotein 1
PRASTERONE SULFATE	Solute carrier family 22 member 8
PRASTERONE SULFATE	Solute carrier organic anion transporter family member 1A2
PRASTERONE SULFATE	Solute carrier organic anion transporter family member 1B1
PRASTERONE SULFATE	Solute carrier organic anion transporter family member 1B3
PRASTERONE SULFATE	Solute carrier organic anion transporter family member 2B1
PRASTERONE SULFATE	Solute carrier family 10 member 6
PRASTERONE SULFATE	Bile salt export pump
ABIRATERONE	Multidrug resistance-associated protein 1
ABIRATERONE	Solute carrier organic anion transporter family member 1B1
INOTUZUMAB OZOGAMICIN	P-glycoprotein 1
DOVITINIB	Canalicular multispecific organic anion transporter 2
DOVITINIB	ATP-binding cassette sub-family G member 2
DOVITINIB	Solute carrier organic anion transporter family member 1B1
DOVITINIB	Solute carrier organic anion transporter family member 2B1
DOVITINIB	Solute carrier organic anion transporter family member 1B3
DOVITINIB	P-glycoprotein 1
OBETICHOLIC ACID	Bile salt export pump
CARIPRAZINE	P-glycoprotein 1
TROFINETIDE	Solute carrier organic anion transporter family member 1B1
TROFINETIDE	Solute carrier organic anion transporter family member 1B3
TIRBANIBULIN	Multidrug and toxin extrusion protein 1
TIRBANIBULIN	Multidrug and toxin extrusion protein 2
TIRBANIBULIN	Solute carrier organic anion transporter family member 1B1
TIRBANIBULIN	Solute carrier organic anion transporter family member 1B3
TIRBANIBULIN	Solute carrier family 22 member 1
TIRBANIBULIN	Solute carrier family 22 member 2
ACETYLCYSTEINE	Solute carrier organic anion transporter family member 1B1
ACETYLCYSTEINE	Solute carrier family 22 member 6
ROMIDEPSIN	P-glycoprotein 1
ROMIDEPSIN	Solute carrier organic anion transporter family member 1B3
ROMIDEPSIN	Bile salt export pump
ROMIDEPSIN	Solute carrier organic anion transporter family member 1B1
ROMIDEPSIN	Solute carrier family 22 member 6
ROMIDEPSIN	Solute carrier family 22 member 2
SILODOSIN	P-glycoprotein 1
SILODOSIN	Multidrug resistance protein 3
ELTROMBOPAG	Solute carrier organic anion transporter family member 1B1
ELTROMBOPAG	ATP-binding cassette sub-family G member 2
DORIPENEM	Solute carrier family 22 member 8
TOLVAPTAN	P-glycoprotein 1
RIVAROXABAN	P-glycoprotein 1
RIVAROXABAN	ATP-binding cassette sub-family G member 2
MARIBAVIR	ATP-binding cassette sub-family G member 2
MARIBAVIR	P-glycoprotein 1
AVANAFIL	P-glycoprotein 1
AVANAFIL	ATP-binding cassette sub-family G member 2
TARIQUIDAR	P-glycoprotein 1
DROXIDOPA	Sodium-dependent noradrenaline transporter
DROXIDOPA	Monocarboxylate transporter 10
AMRUBICIN	ATP-binding cassette sub-family B member 5
LEVOCETIRIZINE	Solute carrier family 22 member 11
TEMSIROLIMUS	P-glycoprotein 1
AMISULPRIDE	Multidrug and toxin extrusion protein 1
AMISULPRIDE	Multidrug and toxin extrusion protein 2
AMISULPRIDE	P-glycoprotein 1
AMISULPRIDE	ATP-binding cassette sub-family G member 2
AMISULPRIDE	Solute carrier family 22 member 1
SIMEPREVIR	P-glycoprotein 1
SIMEPREVIR	Solute carrier organic anion transporter family member 1B1
SIMEPREVIR	Solute carrier organic anion transporter family member 1B3
SIMEPREVIR	Canalicular multispecific organic anion transporter 1
SIMEPREVIR	ATP-binding cassette sub-family G member 2
SIMEPREVIR	Solute carrier organic anion transporter family member 2B1
SIMEPREVIR	Sodium/bile acid cotransporter
SIMEPREVIR	Bile salt export pump
DAPAGLIFLOZIN	P-glycoprotein 1
SAXAGLIPTIN	Multidrug resistance-associated protein 1
SAXAGLIPTIN	Solute carrier organic anion transporter family member 4C1
SAXAGLIPTIN	Solute carrier family 22 member 8
ELACESTRANT	Solute carrier organic anion transporter family member 2B1
ELACESTRANT	P-glycoprotein 1
ELACESTRANT	ATP-binding cassette sub-family G member 2
AMBRISENTAN	P-glycoprotein 1
AMBRISENTAN	Solute carrier organic anion transporter family member 1B1
AMBRISENTAN	Solute carrier organic anion transporter family member 1B3
ETRAVIRINE	P-glycoprotein 1
ETRAVIRINE	Multidrug resistance protein 3
CETHROMYCIN	P-glycoprotein 1
ANNAMYCIN	P-glycoprotein 1
LONAFARNIB	P-glycoprotein 1
LONAFARNIB	Solute carrier organic anion transporter family member 1B1
LONAFARNIB	Solute carrier organic anion transporter family member 1B3
LONAFARNIB	ATP-binding cassette sub-family G member 2
LONAFARNIB	Canalicular multispecific organic anion transporter 1
PRUCALOPRIDE	P-glycoprotein 1
GABOXADOL	Proton-coupled amino acid transporter 1
PAZOPANIB	P-glycoprotein 1
PAZOPANIB	ATP-binding cassette sub-family G member 2
PAZOPANIB	Solute carrier organic anion transporter family member 1B1
PAZOPANIB	UDP-glucuronosyltransferase 1-1
PANOBINOSTAT	P-glycoprotein 1
APIXABAN	P-glycoprotein 1
APIXABAN	ATP-binding cassette sub-family G member 2
TAFENOQUINE	Solute carrier family 22 member 2
TAFENOQUINE	Multidrug and toxin extrusion protein 1
TAFENOQUINE	Multidrug and toxin extrusion protein 2
BOSUTINIB	P-glycoprotein 1
AXITINIB	P-glycoprotein 1
AXITINIB	Solute carrier organic anion transporter family member 1B1
ISAVUCONAZONIUM	P-glycoprotein 1
ISAVUCONAZONIUM	ATP-binding cassette sub-family G member 2
ISAVUCONAZONIUM	Solute carrier family 22 member 2
DALFAMPRIDINE	Solute carrier family 22 member 2
SAFINAMIDE	ATP-binding cassette sub-family G member 2
SAFINAMIDE	Solute carrier organic anion transporter family member 3A1
ODANACATIB	P-glycoprotein 1
MEPYRAMINE	Solute carrier family 22 member 4
MEPYRAMINE	Solute carrier family 22 member 5
DABIGATRAN ETEXILATE	P-glycoprotein 1
FESOTERODINE	P-glycoprotein 1
IOBENGUANE	Sodium-dependent noradrenaline transporter
METHACHOLINE	Solute carrier family 22 member 5
METHYLTESTOSTERONE	Solute carrier organic anion transporter family member 1A2
