0	1
ERDAFITINIB	Macrophage colony-stimulating factor 1 receptor
ERDAFITINIB	Platelet-derived growth factor receptor alpha
ERDAFITINIB	Platelet-derived growth factor receptor beta
ERDAFITINIB	Mast/stem cell growth factor receptor Kit
ERDAFITINIB	Vascular endothelial growth factor receptor 2
BRINCIDOFOVIR	DNA polymerase
BRINCIDOFOVIR	Variola virus DNA
FASINUMAB	Beta-nerve growth factor
DUPILUMAB	Interleukin-4 receptor subunit alpha
DUPILUMAB	Interleukin-4 receptor subunit alpha
DUPILUMAB	Interleukin-13
DUPILUMAB	Interleukin-13
DUPILUMAB	Interleukin-4
DUPILUMAB	Interleukin-4
DEUTETRABENAZINE	Synaptic vesicular amine transporter
SARPOGRELATE	5-hydroxytryptamine receptor 2A
TRALOKINUMAB	Interleukin-13
GEPIRONE	5-hydroxytryptamine receptor 1A
ETROLIZUMAB	Integrin beta-7
ETROLIZUMAB	Integrin beta-7
ZALUTUMUMAB	Epidermal growth factor receptor
CAPIVASERTIB	RAC-alpha serine/threonine-protein kinase
CAPIVASERTIB	RAC-beta serine/threonine-protein kinase
CAPIVASERTIB	RAC-gamma serine/threonine-protein kinase
ESTETROL	Estrogen receptor alpha
ESTETROL	Estrogen receptor alpha
ESTETROL	Estrogen receptor alpha
ESTETROL	Estrogen receptor beta
BEXAGLIFLOZIN	Sodium/glucose cotransporter 2
BALICATIB	Cathepsin K
POLATUZUMAB VEDOTIN	B-cell antigen receptor complex-associated protein beta chain
TRICLABENDAZOLE	Excretory Secretory (ES) proteins
TULOBUTEROL	Beta-2 adrenergic receptor
VADADUSTAT	Egl nine homolog 1
VADADUSTAT	Egl nine homolog 2
VADADUSTAT	Egl nine homolog 3
VADADUSTAT	Hypoxia-inducible factor 1-alpha
VADADUSTAT	Endothelial PAS domain-containing protein 1
BRIGATINIB	ALK tyrosine kinase receptor
BRIGATINIB	Epidermal growth factor receptor
BRIGATINIB	Tyrosine-protein kinase ABL1
BRIGATINIB	Insulin-like growth factor 1 receptor
BRIGATINIB	Receptor-type tyrosine-protein kinase FLT3
BRIGATINIB	Insulin receptor
BRIGATINIB	Hepatocyte growth factor receptor
BRIGATINIB	Receptor tyrosine-protein kinase erbB-4
BRIGATINIB	Receptor tyrosine-protein kinase erbB-2
ADUCANUMAB	Amyloid beta A4 protein
ADUCANUMAB	Amyloid beta A4 protein
ADUCANUMAB	Amyloid beta A4 protein
PROPIVERINE	Muscarinic acetylcholine receptor M1
PROPIVERINE	Muscarinic acetylcholine receptor M2
PROPIVERINE	Muscarinic acetylcholine receptor M3
PROPIVERINE	Voltage-dependent L-type calcium channel subunit alpha-1C
PROPIVERINE	Alpha-1A adrenergic receptor
PROPIVERINE	Muscarinic acetylcholine receptor M4
LY-2608204	Serine/threonine-protein kinase Chk1
VERUBECESTAT	Beta-secretase 1
DORAVIRINE	Reverse transcriptase/RNaseH
VANUCIZUMAB	Angiopoietin-2
VANUCIZUMAB	Vascular endothelial growth factor A
BENZBROMARONE	Cytochrome P450 2C9
BENZBROMARONE	Cytochrome P450 2C19
RADOTINIB	Tyrosine-protein kinase ABL1
CANTHARIDIN	Aryl hydrocarbon receptor
ERAVACYCLINE	30S ribosomal protein S4
RUCAPARIB	Poly [ADP-ribose] polymerase 1
RUCAPARIB	Poly [ADP-ribose] polymerase 2
RUCAPARIB	Poly [ADP-ribose] polymerase 3
RADEZOLID	Ribosome-binding protein 1
RADEZOLID	50S ribosomal protein L1
NAVITOCLAX	Apoptosis regulator Bcl-2
BETRIXABAN	Coagulation factor X
SIPONIMOD	Sphingosine 1-phosphate receptor 5
RELEBACTAM	Beta-lactamase TEM
RELEBACTAM	Beta-lactamase SHV-1
RELEBACTAM	Beta-lactamase CTX-M
RELEBACTAM	Beta-lactamase (KPC-2)
RELEBACTAM	Beta-lactamase
INDIRUBIN	Cytochrome P450 1A1
INDIRUBIN	Aryl hydrocarbon receptor
REMIMAZOLAM	GABA(A) Receptor
REMIMAZOLAM	GABA(A) Receptor Benzodiazepine Binding Site
BEMCENTINIB	Spike glycoprotein
SACCHARIN	Carbonic anhydrase 3
ALVESPIMYCIN	Heat shock protein HSP 90-alpha
NITROASPIRIN	Prostaglandin G/H synthase 1
OMADACYCLINE	30S ribosomal protein S3
OMADACYCLINE	30S ribosomal protein S7
OMADACYCLINE	30S ribosomal protein S8
OMADACYCLINE	30S ribosomal protein S19
OMADACYCLINE	30S ribosomal protein S14
OMADACYCLINE	16S ribosomal RNA
RIMEGEPANT	Calcitonin gene-related peptide type 1 receptor
KETANSERIN	5-hydroxytryptamine receptor 2A
DEXELVUCITABINE	Reverse transcriptase/RNaseH
IBREXAFUNGERP	1,3-beta-glucan synthase component GSC2
IBREXAFUNGERP	GTP-binding protein RHO1
COPANLISIB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform
COPANLISIB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
COPANLISIB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform
COPANLISIB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
MIRVETUXIMAB SORAVTANSINE	Folate receptor alpha
MOGAMULIZUMAB	C-C chemokine receptor type 4
CLASCOTERONE	Androgen receptor
FEDRATINIB	Tyrosine-protein kinase JAK2
FEDRATINIB	Receptor-type tyrosine-protein kinase FLT3
FEDRATINIB	Tyrosine-protein kinase JAK1
OMAVELOXOLONE	Kelch-like ECH-associated protein 1
RACLOPRIDE	Dopamine D2 receptor
INEBILIZUMAB	B-lymphocyte antigen CD19
OXETACAINE	Gastrin
1,2-BENZODIAZEPINE	GABA(A) Receptor
1,2-BENZODIAZEPINE	GABA(A) Receptor Benzodiazepine Binding Site
LECOZOTAN	5-hydroxytryptamine receptor 1
LECOZOTAN	5-hydroxytryptamine receptor 1A
SAMIDORPHAN	Mu-type opioid receptor
SAMIDORPHAN	Kappa-type opioid receptor
SAMIDORPHAN	Delta-type opioid receptor
SPARSENTAN	Endothelin-1 receptor
SPARSENTAN	Type-2 angiotensin II receptor
MK-5108	Aurora kinase A
ABEXINOSTAT	Histone deacetylase
JNJ-37822681	Dopamine D2 receptor
ASCIMINIB	Tyrosine-protein kinase ABL1
ASCIMINIB	Tyrosine-protein kinase ABL1
NAFAMOSTAT	Prothrombin
NAFAMOSTAT	Coagulation factor X
NAFAMOSTAT	Coagulation factor XII
NAFAMOSTAT	Trypsin-1
NAFAMOSTAT	Kallikrein-1
NAFAMOSTAT	Intercellular adhesion molecule 1
EBSELEN	Bifunctional epoxide hydrolase 2
PF-477736	Serine/threonine-protein kinase Chk1
OZANIMOD	Sphingosine 1-phosphate receptor 1
OZANIMOD	Sphingosine 1-phosphate receptor 5
PLAZOMICIN	30S ribosomal protein S11
PLAZOMICIN	30S ribosomal protein S14
LUPEOL	Neutrophil elastase
GIVINOSTAT	Histone deacetylase
METENKEFALIN	Delta-type opioid receptor
METENKEFALIN	Mu-type opioid receptor
LURBINECTEDIN	DNA
MOXETUMOMAB PASUDOTOX	B-cell receptor CD22
MOXETUMOMAB PASUDOTOX	B-cell receptor CD22
MOXETUMOMAB PASUDOTOX	B-cell receptor CD22
MOXETUMOMAB PASUDOTOX	Elongation factor 2
RITANSERIN	5-hydroxytryptamine receptor 2A
IBALIZUMAB	C-C chemokine receptor type 5
IBALIZUMAB	C-X-C chemokine receptor type 4
IBALIZUMAB	T-cell surface glycoprotein CD4
TRIBUTYRIN	Caspase-3
SOTAGLIFLOZIN	Sodium/glucose cotransporter 2
SOTAGLIFLOZIN	Sodium/glucose cotransporter 1
MSX-122	C-X-C chemokine receptor type 4
MSX-122	C-X-C chemokine receptor type 4
DAPORINAD	Nicotinamide phosphoribosyltransferase
DTP-348	Carbonic anhydrase 9
RACIVIR	Reverse transcriptase/RNaseH
TAK-901	Aurora kinase B
TAK-901	Apoptosis regulator BAX
OPAGANIB	Sphingosine kinase 2
BENSERAZIDE	Aromatic-L-amino-acid decarboxylase
DINOPROST	Prostaglandin D2 receptor 2
TRIFAROTENE	Retinoic acid receptor gamma
TRIFAROTENE	Retinoic acid receptor beta
TRIFAROTENE	Retinoic acid receptor alpha
TERPINEN-4-OL	Acetylcholinesterase
TERPINEN-4-OL	Apoptosis regulator Bcl-2
TERPINEN-4-OL	E3 ubiquitin-protein ligase XIAP
TERPINEN-4-OL	Intestinal-type alkaline phosphatase
TERPINEN-4-OL	Nuclear factor NF-kappa-B
LEFAMULIN	50S ribosomal protein L22
GABEXATE	Plasma kallikrein
GABEXATE	Prothrombin
GABEXATE	Plasminogen
GRAPIPRANT	Prostaglandin E2 receptor EP4 subtype
OLEANDRIN	Matrix metalloproteinase-9
OLEANDRIN	Matrix metalloproteinase-9
OLEANDRIN	72 kDa type IV collagenase
OLEANDRIN	72 kDa type IV collagenase
OLEANDRIN	Apoptosis regulator Bcl-2
OLEANDRIN	Beta-nerve growth factor
OLEANDRIN	Caspase-3
OLEANDRIN	Caspase-8
OLEANDRIN	Ephrin type-B receptor 2
OLEANDRIN	Interleukin-8
OLEANDRIN	Nuclear factor kappa-light-chain-enhancer of activated B cells
OLEANDRIN	Pro-epidermal growth factor
OLEANDRIN	Serine/threonine-protein kinase mTOR
PYROXAMIDE	Histone deacetylase
MK-0752	Gamma-secretase subunit APH-1A
APRICITABINE	Reverse transcriptase/RNaseH
ETELCALCETIDE	Extracellular calcium-sensing receptor
VONICOG ALFA	Coagulation factor VIII
VONICOG ALFA	Collagen alpha-1(I) chain
QUIZARTINIB	Receptor-type tyrosine-protein kinase FLT3
TAZEMETOSTAT	Histone-lysine N-methyltransferase EZH2
TAZEMETOSTAT	Histone-lysine N-methyltransferase EZH1
SACITUZUMAB GOVITECAN	Tumor-associated calcium signal transducer 2
SACITUZUMAB GOVITECAN	DNA topoisomerase 1
SACITUZUMAB GOVITECAN	Far upstream element-binding protein 1
BIMEKIZUMAB	Interleukin-17A
BIMEKIZUMAB	Interleukin-17F
OZENOXACIN	DNA gyrase subunit A
OZENOXACIN	DNA topoisomerase 4 subunit A
DAROLUTAMIDE	Androgen receptor
DAROLUTAMIDE	Progesterone receptor
LEUKOTRIENE B4	Peroxisome proliferator-activated receptor alpha
SILVER	Metallothionein
SILVER	Ceruloplasmin
SILVER	Serum albumin
SILVER	Alpha-2-macroglobulin
PEXIDARTINIB	Macrophage colony-stimulating factor 1 receptor
PEXIDARTINIB	Mast/stem cell growth factor receptor Kit
PEXIDARTINIB	Receptor-type tyrosine-protein kinase FLT3
PEXIDARTINIB	Platelet-derived growth factor receptor beta
CHS-828	Nicotinamide phosphoribosyltransferase
ENFORTUMAB VEDOTIN	Nectin-4
ENFORTUMAB VEDOTIN	Nectin-4
CARBENDAZIM	Aryl hydrocarbon receptor
HYPERICIN	Glutathione S-transferase P
TIAPRIDE	Dopamine D2 receptor
TIAPRIDE	Dopamine D3 receptor
TIAPRIDE	Serotonin Receptors
TIAPRIDE	Alpha-1 adrenergic receptors
TIAPRIDE	Alpha-2 adrenergic receptors
PAC-1	Caspase-3
OTESECONAZOLE	Cytochrome P450 51
MACIMORELIN	Growth hormone secretagogue receptor type 1
MECLOCYCLINE	30S ribosomal protein S7
OTX-008	Galectin-1
LUSUTROMBOPAG	Thrombopoietin receptor
OLOKIZUMAB	Interleukin-6
VON WILLEBRAND FACTOR HUMAN	Coagulation factor VIII
VON WILLEBRAND FACTOR HUMAN	Coagulation factor VIII
VON WILLEBRAND FACTOR HUMAN	Collagen alpha-1(I) chain
VON WILLEBRAND FACTOR HUMAN	Asialoglycoprotein receptor 1
LEVOSALBUTAMOL	Beta-2 adrenergic receptor
BEZLOTOXUMAB	Clostridium difficile Toxin B
BEZLOTOXUMAB	Clostridium difficile Toxin B
LENOGRASTIM	Granulocyte colony-stimulating factor receptor
NEDAPLATIN	DNA
NEDAPLATIN	Glutathione
FLUCICLOVINE (18F)	Neutral amino acid transporter B(0)
FLUCICLOVINE (18F)	Y+L amino acid transporter 1
FLUCICLOVINE (18F)	Cationic amino acid transporter 3
FLUCICLOVINE (18F)	Glutamate (NMDA) receptor
FLUCICLOVINE (18F)	Glutamate receptor 1
FLUCICLOVINE (18F)	Glutamate receptor 2
FLUCICLOVINE (18F)	Glutamate receptor 3
FLUCICLOVINE (18F)	Glutamate receptor 4
PANCRELIPASE LIPASE	Dietary fat
PROTEIN S HUMAN	Coagulation factor V
PROTEIN S HUMAN	Coagulation factor X
PROTEIN S HUMAN	Vitamin K-dependent protein C
COAGULATION FACTOR VII HUMAN	Tissue factor
COAGULATION FACTOR VII HUMAN	Coagulation factor X
COAGULATION FACTOR VII HUMAN	Coagulation factor IX
ANTI-INHIBITOR COAGULANT COMPLEX	Coagulation factor X
ANTI-INHIBITOR COAGULANT COMPLEX	Prothrombin
ANTI-INHIBITOR COAGULANT COMPLEX	Fibrinogen alpha chain
ANTI-INHIBITOR COAGULANT COMPLEX	Fibrinogen beta chain
ANTI-INHIBITOR COAGULANT COMPLEX	Coagulation factor XIII A chain
ANTI-INHIBITOR COAGULANT COMPLEX	Coagulation factor V
ANTI-INHIBITOR COAGULANT COMPLEX	Coagulation factor VIII
ANTI-INHIBITOR COAGULANT COMPLEX	Coagulation factor VII
COAGULATION FACTOR IX HUMAN	Coagulation factor X
COAGULATION FACTOR IX HUMAN	Coagulation factor XI
COAGULATION FACTOR IX HUMAN	Coagulation factor VII
COAGULATION FACTOR IX HUMAN	Coagulation factor VIII
ESCULIN	Androgen receptor
CLOBETASONE	Glucocorticoid receptor
NUSINERSEN	Survival motor neuron protein
OLMUTINIB	Epidermal growth factor receptor
RIPASUDIL	Rho-associated protein kinase 1
RIPASUDIL	Rho-associated protein kinase 2
ZOFENOPRIL	Angiotensin-converting enzyme
ALCLOFENAC	Prostaglandin G/H synthase 2
PLECANATIDE	Guanylate cyclase soluble subunit alpha-2
CERLIPONASE ALFA	Cation-independent mannose-6-phosphate receptor
RHEIN	Oxysterols receptor LXR-alpha
RHEIN	Oxysterols receptor LXR-beta
RHEIN	Arylamine N-acetyltransferase
RHEIN	Arachidonate 5-lipoxygenase
TROLEANDOMYCIN	50S ribosomal protein L32
TROLEANDOMYCIN	50S ribosomal protein L4
TROLEANDOMYCIN	Nuclear receptor subfamily 1 group I member 2
PHOSPHOCREATINE	Guanidinoacetate N-methyltransferase
PHOSPHOCREATINE	Creatine kinase M-type
PHOSPHOCREATINE	Creatine kinase U-type, mitochondrial
PHOSPHOCREATINE	Creatine kinase S-type, mitochondrial
PHOSPHOCREATINE	Creatine kinase B-type
ANTIHEMOPHILIC FACTOR HUMAN	Coagulation factor IX
ANTIHEMOPHILIC FACTOR HUMAN	Coagulation factor X
LIPEGFILGRASTIM	Granulocyte colony-stimulating factor receptor
BUCLADESINE	Plasminogen activator inhibitor 1
FERROUS SULFATE ANHYDROUS	Hemoglobin subunit alpha
FERROUS SULFATE ANHYDROUS	Transferrin receptor
DICHLOROBENZYL ALCOHOL	Sodium channel protein
ORMELOXIFENE	Estrogen receptor alpha
ORMELOXIFENE	Estrogen receptor beta
PINAZEPAM	GABA(A) Receptor
PINAZEPAM	GABA(A) Receptor Benzodiazepine Binding Site
DIHYDROERGOCRISTINE	Serotonin Receptors
DIHYDROERGOCRISTINE	Beta adrenergic receptor
DIHYDROERGOCRISTINE	Beta adrenergic receptor
DIHYDROERGOCRISTINE	Alpha adrenergic receptor
DIHYDROERGOCRISTINE	Alpha adrenergic receptor
DIHYDROERGOCRISTINE	Dopamine receptor
DIHYDROERGOCRISTINE	Dopamine receptor
BUFEXAMAC	Prostaglandin G/H synthase 1
BUFEXAMAC	Prostaglandin G/H synthase 2
BUFEXAMAC	Histone deacetylase 6
BUFEXAMAC	Histone deacetylase 10
EDOXUDINE	DNA polymerase
MEDAZEPAM	GABA(A) Receptor
MEDAZEPAM	GABA(A) Receptor Benzodiazepine Binding Site
BENDAZAC	Free radicals
TYROTHRICIN	Phospholipid membrane
TYROTHRICIN	Acetylcholinesterase
TYROTHRICIN	Beta-galactosidase
METERGOLINE	Sodium channel protein type 2 subunit alpha
ROCIVERINE	Muscarinic acetylcholine receptor M1
ROCIVERINE	Muscarinic acetylcholine receptor M2
ROCIVERINE	Muscarinic acetylcholine receptor M3
ROCIVERINE	Muscarinic acetylcholine receptor M4
ROCIVERINE	Muscarinic acetylcholine receptor M5
MIFAMURTIDE	Toll-like receptor 4
MIFAMURTIDE	Nucleotide-binding oligomerization domain-containing protein 2
METHOXYPHENAMINE	Beta-2 adrenergic receptor
LOPRAZOLAM	GABA(A) Receptor
LOPRAZOLAM	GABA(A) Receptor Benzodiazepine Binding Site
DIPHEMANIL	Muscarinic acetylcholine receptor M3
CAMOSTAT	Trypsin-1
CAMOSTAT	Transmembrane protease serine 2
CAMOSTAT	Suppressor of tumorigenicity 14 protein
CAMOSTAT	Cholecystokinin
BIOALLETHRIN	Sodium channel protein
BIOALLETHRIN	Voltage-gated sodium channel alpha subunit
BIOALLETHRIN	Voltage-dependent calcium channel
BIOALLETHRIN	Voltage-dependent T-type calcium channel
BIOALLETHRIN	Voltage-dependent P/Q-type calcium channel
BIOALLETHRIN	Voltage-dependent L-type calcium channel
GLYCYRRHIZIC ACID	Corticosteroid 11-beta-dehydrogenase isozyme 1
GLYCYRRHIZIC ACID	Tumor necrosis factor
GLYCYRRHIZIC ACID	Caspase-3
GLYCYRRHIZIC ACID	Nuclear factor NF-kappa-B
GLYCYRRHIZIC ACID	Lipoprotein lipase
NIPEROTIDINE	Histamine H2 receptor
TILACTASE	Lactose
XAMOTEROL	Beta-1 adrenergic receptor
ACEMETACIN	Prostaglandin G/H synthase 1
ACEMETACIN	Prostaglandin G/H synthase 2
CALCIUM LEVULINATE	Calmodulin
CALCIUM LEVULINATE	Calsequestrin-1
CALCIUM LEVULINATE	Calretinin
DOXEFAZEPAM	GABA(A) Receptor
DOXEFAZEPAM	GABA(A) Receptor Benzodiazepine Binding Site
DEMEGESTONE	Progesterone receptor
FLUTICASONE	Glucocorticoid receptor
FLUTICASONE	Progesterone receptor
FLUTICASONE	Cytosolic phospholipase A2
FLUTICASONE	Mineralocorticoid receptor
ADEFOVIR	DNA polymerase/reverse transcriptase
LORMETAZEPAM	GABA(A) Receptor
LORMETAZEPAM	GABA(A) Receptor Benzodiazepine Binding Site
FENOFIBRIC ACID	Peroxisome proliferator-activated receptor alpha
FENOFIBRIC ACID	Matrix metalloproteinase-25
FENOFIBRIC ACID	Peroxisome proliferator-activated receptor delta
FENOFIBRIC ACID	Nuclear receptor subfamily 1 group I member 2
ENASIDENIB	Isocitrate dehydrogenase [NADP], mitochondrial
HARMALINE	Histamine N-methyltransferase
BROFAROMINE	Amine oxidase [flavin-containing] A
PIBRENTASVIR	Nonstructural protein 5A
GLECAPREVIR	NS3 protease
GLECAPREVIR	NS3/4A protein
TISAGENLECLEUCEL	B-lymphocyte antigen CD19
ALBUTREPENONACOG ALFA	Coagulation factor X
CROTALUS ADAMANTEUS ANTIVENIN	Group 10 secretory phospholipase A2
AGKISTRODON PISCIVORUS ANTIVENIN	Group 10 secretory phospholipase A2
TALIMOGENE LAHERPAREPVEC	DNA polymerase catalytic subunit
TALIMOGENE LAHERPAREPVEC	DNA polymerase catalytic subunit
EQUINE BOTULINUM NEUROTOXIN E IMMUNE FAB2	Botulinum neurotoxin type E
EQUINE BOTULINUM NEUROTOXIN C IMMUNE FAB2	Botulinum neurotoxin type C1
EQUINE BOTULINUM NEUROTOXIN G IMMUNE FAB2	Botulinum neurotoxin type G
EQUINE BOTULINUM NEUROTOXIN A IMMUNE FAB2	Botulinum neurotoxin type A
EQUINE BOTULINUM NEUROTOXIN F IMMUNE FAB2	Botulinum neurotoxin type F
EQUINE BOTULINUM NEUROTOXIN D IMMUNE FAB2	Botulinum neurotoxin type D
EQUINE BOTULINUM NEUROTOXIN B IMMUNE FAB2	Botulinum neurotoxin type B
ALOE VERA LEAF	Free radicals
AMYLMETACRESOL	Sodium channel protein type 2 subunit alpha
VOLIXIBAT	Ileal sodium/bile acid cotransporter
AXICABTAGENE CILOLEUCEL	B-lymphocyte antigen CD19
CANDESARTAN	Type-1 angiotensin II receptor
EMICIZUMAB	Coagulation factor IX
EMICIZUMAB	Coagulation factor X
DOTATATE GALLIUM GA-68	Somatostatin receptor type 2
CENEGERMIN	High affinity nerve growth factor receptor
CENEGERMIN	Tumor necrosis factor receptor superfamily member 16
SEMAGLUTIDE	Glucagon-like peptide 1 receptor
RELCOVAPTAN	Oxytocin receptor
RELCOVAPTAN	Vasopressin V1a receptor
ULIXERTINIB	Mitogen-activated protein kinase 3
ULIXERTINIB	Mitogen-activated protein kinase 1
NETARSUDIL	Rho-associated protein kinase 1
NETARSUDIL	Rho-associated protein kinase 2
NETARSUDIL	Sodium-dependent noradrenaline transporter
VORETIGENE NEPARVOVEC	Retinoid isomerohydrolase
NONACOG BETA PEGOL	Coagulation factor VII
NONACOG BETA PEGOL	Coagulation factor VIII
NONACOG BETA PEGOL	Coagulation factor X
LIGANDROL	Androgen receptor
LIGANDROL	Androgen receptor
2,5-DIMETHOXY-4-ETHYLTHIOAMPHETAMINE	5-hydroxytryptamine receptor 2A
2,5-DIMETHOXY-4-ETHYLTHIOAMPHETAMINE	5-hydroxytryptamine receptor 2C
TESTOSTERONE CYPIONATE	Androgen receptor
TESTOSTERONE ENANTHATE	Androgen receptor
TESTOSTERONE UNDECANOATE	Androgen receptor
N-(2-HYDROXYBENZYL)-2,5-DIMETHOXY-4-CYANOPHENYLETHYLAMINE	5-hydroxytryptamine receptor 2A
FERRIC CATION	Transferrin receptor protein 1
FERRIC CATION	Iron(3+)-hydroxamate-binding protein FhuD
ESTRADIOL ACETATE	Estrogen receptor alpha
ESTRADIOL ACETATE	Estrogen receptor beta
ESTRADIOL ACETATE	Estrogen-related receptor gamma
ESTRADIOL BENZOATE	Estrogen receptor alpha
ESTRADIOL BENZOATE	Estrogen receptor beta
ESTRADIOL BENZOATE	Estrogen-related receptor gamma
ESTRADIOL CYPIONATE	Estrogen receptor alpha
ESTRADIOL CYPIONATE	Estrogen receptor beta
ESTRADIOL CYPIONATE	Estrogen-related receptor gamma
ESTRADIOL DIENANTHATE	Estrogen receptor alpha
ESTRADIOL DIENANTHATE	Estrogen receptor beta
ESTRADIOL DIENANTHATE	Estrogen-related receptor gamma
ESTRADIOL VALERATE	Estrogen receptor alpha
ESTRADIOL VALERATE	Estrogen receptor beta
ESTRADIOL VALERATE	Estrogen-related receptor gamma
BRONOPOL	Thiol groups
FISH OIL	Diacylglycerol O-acyltransferase 2
FISH OIL	Prostaglandin G/H synthase 2
FISH OIL	Free fatty acid receptor 4
FISH OIL	Free fatty acid receptor 4
FISH OIL	Voltage gated L-type calcium channel
FISH OIL	Sodium channel protein
FISH OIL	Nuclear factor NF-kappa-B
FISH OIL	Sterol regulatory element-binding protein 1
FISH OIL	Peroxisome proliferator-activated receptor alpha
FISH OIL	Peroxisome proliferator-activated receptor delta
PATENT BLUE	Serum albumin
SELISISTAT	NAD-dependent protein deacetylase sirtuin-1
5,7,2′-TRIHYDROXY-6,8-DIMETHOXYFLAVONE	GABA(A) Receptor Benzodiazepine Binding Site
LUTETIUM LU 177 DOTATATE	Somatostatin receptor type 2
LUTETIUM LU 177 DOTATATE	Somatostatin receptor type 1
LUTETIUM LU 177 DOTATATE	Somatostatin receptor type 3
LUTETIUM LU 177 DOTATATE	Somatostatin receptor type 4
LUTETIUM LU 177 DOTATATE	Somatostatin receptor type 5
SB-269970	5-hydroxytryptamine receptor 7
AZD-7325	Gamma-aminobutyric acid receptor subunit alpha-3
AZD-7325	Gamma-aminobutyric acid receptor subunit alpha-2
FERRIC PYROPHOSPHATE CITRATE	Ferritin light chain
FERRIC PYROPHOSPHATE CITRATE	Ferritin heavy chain
FERRIC PYROPHOSPHATE CITRATE	Hemoglobin subunit alpha
FERRIC PYROPHOSPHATE CITRATE	Hemoglobin subunit beta
BALOXAVIR MARBOXIL	Polymerase acidic protein
LONOCTOCOG ALFA	Coagulation factor X
LONOCTOCOG ALFA	Coagulation factor IX
LONOCTOCOG ALFA	von Willebrand factor
LONOCTOCOG ALFA	Phytanoyl-CoA dioxygenase, peroxisomal
LONOCTOCOG ALFA	Asialoglycoprotein receptor 2
LONOCTOCOG ALFA	78 kDa glucose-regulated protein
LONOCTOCOG ALFA	Calreticulin
LONOCTOCOG ALFA	Calnexin
LONOCTOCOG ALFA	Protein ERGIC-53
LONOCTOCOG ALFA	Prolow-density lipoprotein receptor-related protein 1
LONOCTOCOG ALFA	Multiple coagulation factor deficiency protein 2
MOROCTOCOG ALFA	Coagulation factor X
MOROCTOCOG ALFA	Coagulation factor IX
MOROCTOCOG ALFA	von Willebrand factor
MOROCTOCOG ALFA	Phytanoyl-CoA dioxygenase, peroxisomal
MOROCTOCOG ALFA	Asialoglycoprotein receptor 2
MOROCTOCOG ALFA	78 kDa glucose-regulated protein
MOROCTOCOG ALFA	Calreticulin
MOROCTOCOG ALFA	Calnexin
MOROCTOCOG ALFA	Protein ERGIC-53
MOROCTOCOG ALFA	Prolow-density lipoprotein receptor-related protein 1
MOROCTOCOG ALFA	Multiple coagulation factor deficiency protein 2
ALPHA-TOCOPHEROL ACETATE	Free radicals
TILDRAKIZUMAB	Interleukin-23
CHOLINE SALICYLATE	Choline-phosphate cytidylyltransferase B
CHOLINE SALICYLATE	Acetylcholinesterase
CHOLINE SALICYLATE	Choline-phosphate cytidylyltransferase A
CHOLINE SALICYLATE	Phospholipase D2
CHOLINE SALICYLATE	Cholinesterase
CHOLINE SALICYLATE	Phospholipase D1
PENTETIC ACID	Transuranium elements
MEDICAL CANNABIS	Cannabinoid receptor 1
MEDICAL CANNABIS	G-protein coupled receptor 12
MEDICAL CANNABIS	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
MEDICAL CANNABIS	N-acylethanolamine-hydrolyzing acid amidase
MEDICAL CANNABIS	Serotonin N-acetyltransferase
MEDICAL CANNABIS	Phospholipase A2
MEDICAL CANNABIS	Phospholipase A2
MEDICAL CANNABIS	Superoxide dismutase [Cu-Zn]
MEDICAL CANNABIS	Fatty-acid amide hydrolase 1
MEDICAL CANNABIS	Catalase
MEDICAL CANNABIS	Quinone oxidoreductase
MEDICAL CANNABIS	Sphingomyelin phosphodiesterase
MEDICAL CANNABIS	Glutathione peroxidase 1
MEDICAL CANNABIS	Glutathione reductase, mitochondrial
MEDICAL CANNABIS	3-hydroxy-3-methylglutaryl-coenzyme A reductase
MEDICAL CANNABIS	Indoleamine 2,3-dioxygenase 1
MEDICAL CANNABIS	Prostaglandin G/H synthase 1
MEDICAL CANNABIS	Prostaglandin G/H synthase 2
MEDICAL CANNABIS	Steroid 17-alpha-hydroxylase/17,20 lyase
MEDICAL CANNABIS	Acetyl-CoA acetyltransferase, mitochondrial
5-METHOXY-N,N-DIMETHYLTRYPTAMINE	5-hydroxytryptamine receptor 1A
5-METHOXY-N,N-DIMETHYLTRYPTAMINE	5-hydroxytryptamine receptor 2A
NABIXIMOLS	G-protein coupled receptor 12
NABIXIMOLS	Prostaglandin G/H synthase 1
NABIXIMOLS	Prostaglandin G/H synthase 2
NABIXIMOLS	Acetyl-CoA acetyltransferase, mitochondrial
NABIXIMOLS	Steroid 17-alpha-hydroxylase/17,20 lyase
NABIXIMOLS	3-hydroxy-3-methylglutaryl-coenzyme A reductase
NABIXIMOLS	Glutathione reductase, mitochondrial
NABIXIMOLS	Glutathione peroxidase 1
NABIXIMOLS	Indoleamine 2,3-dioxygenase 1
NABIXIMOLS	Serotonin N-acetyltransferase
NABIXIMOLS	Cytochrome P450 1B1
NABIXIMOLS	Cytochrome P450 3A5
NABIXIMOLS	Cytochrome P450 2D6
